subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,11.8,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:34:05.3,03/03/2022 13:34:05.2,2,23.5,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:05.3,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.8,42.000000,NOT FOUND IN NODULUS,5.8,11.8,,,,,,,,,,,,,,136177
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:34:56.9,03/03/2022 13:34:56.9,2,22.8,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,none,12.2,12.2,03/03/2022 13:34:56.9,0:00:07.0,0:00:22.9,0:00:29.9,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136178
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:34:56.9,03/03/2022 13:34:56.9,4,22.8,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:56.9,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,24.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136179
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:34:56.9,03/03/2022 13:34:56.9,1,22.8,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:56.9,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.4,14.3,,,,,,,,,,,,,,136180
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:34:56.9,03/03/2022 13:34:56.9,.,22.8,Trial    15,v.1 Detection Settings,P3 L1 Opposite,0:00:29.9,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:56.9,0:00:07.0,0:00:22.9,0:00:29.9,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.9,,,,,,,,,,,,,,136181
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:35:48.4,03/03/2022 13:35:48.3,2,24.2,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,none,12.2,12.2,03/03/2022 13:35:48.4,0:00:07.0,0:00:24.3,0:00:31.3,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136182
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,13.6,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:35:48.4,03/03/2022 13:35:48.3,1,24.2,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:35:48.4,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7,21.000000,7,7,13.6,,,,,,,,,,,,,,136183
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.6,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:35:48.4,03/03/2022 13:35:48.3,3,24.2,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:35:48.4,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,7,15.4,,,,,,,,,,,,,,136184
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:35:48.4,03/03/2022 13:35:48.3,4,24.2,Trial    16,v.1 Detection Settings,P3 L1 Opposite,0:00:31.3,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:35:48.4,0:00:07.0,0:00:24.3,0:00:31.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,10.1,44.000000,10.1,10.1,15.2,,,,,,,,,,,,,,136185
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:36:40.7,03/03/2022 13:36:40.7,2,23.5,Trial    17,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,none,12.2,12.2,03/03/2022 13:36:40.7,0:00:07.0,0:00:23.6,0:00:30.6,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136186
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:36:40.7,03/03/2022 13:36:40.7,3,23.5,Trial    17,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:36:40.7,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136187
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.3,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:36:40.7,03/03/2022 13:36:40.7,1,23.5,Trial    17,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:36:40.7,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.7,15,,,,,,,,,,,,,,136188
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:36:40.7,03/03/2022 13:36:40.7,4,23.5,Trial    17,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:36:40.7,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,44.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136189
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:37:32.4,03/03/2022 13:37:32.3,2,23.4,Trial    18,v.1 Detection Settings,P3 L1 Opposite,0:00:30.5,none,12.2,12.2,03/03/2022 13:37:32.4,0:00:07.0,0:00:23.5,0:00:30.5,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136190
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:37:32.4,03/03/2022 13:37:32.3,3,23.4,Trial    18,v.1 Detection Settings,P3 L1 Opposite,0:00:30.5,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:37:32.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136191
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:37:32.4,03/03/2022 13:37:32.3,3,23.4,Trial    18,v.1 Detection Settings,P3 L1 Opposite,0:00:30.5,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:37:32.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.9,14.9,,,,,,,,,,,,,,136192
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:37:32.4,03/03/2022 13:37:32.3,3,23.4,Trial    18,v.1 Detection Settings,P3 L1 Opposite,0:00:30.5,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:37:32.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136193
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:38:23.9,03/03/2022 13:38:23.8,2,22.9,Trial    19,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,none,12.2,12.2,03/03/2022 13:38:23.9,0:00:07.0,0:00:23.0,0:00:30.0,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136194
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:38:23.9,03/03/2022 13:38:23.8,3,22.9,Trial    19,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:38:23.9,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136195
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:38:23.9,03/03/2022 13:38:23.8,1,22.9,Trial    19,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:38:23.9,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.5,14.4,,,,,,,,,,,,,,136196
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,11.1,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:38:23.9,03/03/2022 13:38:23.8,1,22.9,Trial    19,v.1 Detection Settings,P3 L1 Opposite,0:00:30.0,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:38:23.9,0:00:07.0,0:00:23.0,0:00:30.0,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6,41.000000,NOT FOUND IN NODULUS,6,11.1,,,,,,,,,,,,,,136197
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:39:15.0,03/03/2022 13:39:14.9,2,22.7,Trial    20,v.1 Detection Settings,P3 L1 Opposite,0:00:29.8,none,12.2,12.2,03/03/2022 13:39:15.0,0:00:07.0,0:00:22.8,0:00:29.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136198
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.8,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:39:15.0,03/03/2022 13:39:14.9,1,22.7,Trial    20,v.1 Detection Settings,P3 L1 Opposite,0:00:29.8,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:39:15.0,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,6.2,21.000000,6.2,6.2,12.8,,,,,,,,,,,,,,136199
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:39:15.0,03/03/2022 13:39:14.9,3,22.7,Trial    20,v.1 Detection Settings,P3 L1 Opposite,0:00:29.8,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:39:15.0,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.3,14.2,,,,,,,,,,,,,,136200
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:39:15.0,03/03/2022 13:39:14.9,.,22.7,Trial    20,v.1 Detection Settings,P3 L1 Opposite,0:00:29.8,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:39:15.0,0:00:07.0,0:00:22.8,0:00:29.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.4,,,,,,,,,,,,,,136201
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:05.7,03/03/2022 13:40:05.6,2,23.6,Trial    21,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,none,12.2,12.2,03/03/2022 13:40:05.7,0:00:07.0,0:00:23.7,0:00:30.7,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136202
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:05.7,03/03/2022 13:40:05.6,3,23.6,Trial    21,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:40:05.7,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136203
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:05.7,03/03/2022 13:40:05.6,1,23.6,Trial    21,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:40:05.7,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.6,15.1,,,,,,,,,,,,,,136204
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:05.7,03/03/2022 13:40:05.6,3,23.6,Trial    21,v.1 Detection Settings,P3 L1 Opposite,0:00:30.7,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:40:05.7,0:00:07.0,0:00:23.7,0:00:30.7,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136205
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:57.5,03/03/2022 13:40:57.5,2,23.7,Trial    22,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,none,12.2,12.2,03/03/2022 13:40:57.5,0:00:07.0,0:00:23.8,0:00:30.8,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136206
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:57.5,03/03/2022 13:40:57.5,3,23.7,Trial    22,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:40:57.5,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136207
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,13.5,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:40:57.5,03/03/2022 13:40:57.5,3,23.7,Trial    22,v.1 Detection Settings,P3 L1 Opposite,0:00:30.8,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:40:57.5,0:00:07.0,0:00:23.8,0:00:30.8,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.9,15.2,,,,,,,,,,,,,,136208
